name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Experience,Einaudi: In a time lapse,Ludovico Einaudi,7sXDYdXmR2PnafjkpfdCYv,2013-02-12,49,315426,0.382,0.934,0.422,0.95,0.0695,0.0368,-10.699,0.037,92.378,2,4,sad
Runaway,Running With The Wolves,AURORA,1WKOnYtM6HtzYvEJlSEIv5,2015-05-04,53,251360,0.542,0.638,0.304,0.000118,0.106,0.12,-9.08,0.0346,114.827,11,4,sad
So Far Away - Acoustic,So Far Away (Acoustic),Adam Christopher,2sYFi9xVSZ56WHKSY2fN1K,2017-12-08,52,171543,0.576,0.894,0.331,3.44e-05,0.129,0.407,-9.389,0.0306,149.02,6,4,sad
Skinny Love,Birdy (Deluxe Version),Birdy,0HRshWRNAwQBROvxXqG3i9,2011-11-04,60,201080,0.379,0.952,0.29,0.00106,0.118,0.169,-8.485,0.051,166.467,4,4,sad
Mercy - Acoustic,Illuminate (Deluxe),Shawn Mendes,0uZnF1sn2IcNCvnyAIKNMQ,2017-04-20,64,219160,0.458,0.712,0.347,0.0,0.11,0.431,-6.651,0.0381,78.928,11,4,sad
Shallow,A Star Is Born Soundtrack,Lady Gaga,2VxeLyX666F8uXCJ0dZF8B,2018-10-05,84,215733,0.572,0.371,0.385,0.0,0.231,0.323,-6.362,0.0308,95.799,7,4,sad
NUMB,?,XXXTENTACION,01TnVDiet1DFTsyWKUKovl,2018-03-16,76,186267,0.414,0.1,0.416,0.179,0.131,0.196,-8.024,0.0251,159.91,11,4,sad
Space Bound,Recovery,Eminem,0sHW1jXe6Sou3437gJQNGA,2010-06-18,70,278640,0.668,0.0417,0.886,0.0,0.459,0.503,-3.474,0.117,142.002,0,4,sad
Apologize,Shock Value Deluxe Version (International Version),Timbaland,76MdMwQ4yiw1wIbA16sOrA,2007-01-01,0,184400,0.656,0.0357,0.609,0.0,0.0973,0.0872,-6.025,0.0285,118.036,8,4,sad
Lost Cause,Lost Cause,Burgos,56V8zWnLugAkynMHrYi4Vu,2019-07-30,52,137000,0.648,0.79,0.297,9.21e-05,0.114,0.164,-13.34,0.13,98.417,0,4,sad
Uncover,Uncover,Zara Larsson,3DQisSEr1TLp9H0BEeKiQS,2012,64,213543,0.556,0.4,0.529,0.0,0.268,0.308,-4.464,0.025,89.887,2,4,sad
My Soul Cries,My Soul Cries,Leyla Diamondi,1ekze4CSRh3O1kYnWDnHbt,2022-04-08,31,137201,0.331,0.895,0.24,0.00979,0.109,0.11,-9.658,0.0303,75.363,7,4,sad
Let Me Love You - Andrew Watt Acoustic Remix,Hits Acoustiques,Various Artists,77vnkQQWAEkJqfTDVbKgUE,2020-09-25,39,206666,0.689,0.773,0.379,0.0,0.104,0.47,-6.256,0.0305,100.029,0,4,sad
Over the Rainbow,Alone In Iz World,Israel Kamakawiwo'ole,3oQomOPRNQ5NVFUmLJHbAV,2001-09-25,72,211933,0.671,0.912,0.153,5.53e-05,0.0771,0.658,-13.569,0.0404,85.6,0,4,sad
Torn,Left Of The Middle,Natalie Imbruglia,1Jaah2tmN9Hv81A87KZ1MU,1997-11-10,75,244666,0.575,0.0647,0.886,0.000187,0.709,0.609,-5.182,0.034,96.31,5,4,sad
Good News,Circles,Mac Miller,1DWZUa5Mzf2BwzpHtgbHPY,2020-01-17,75,342040,0.794,0.853,0.32,0.134,0.112,0.241,-12.92,0.173,174.088,1,4,sad
Way down We Go,A/B,KALEO,0y1QJc3SJVPKJ1OvFmFqe6,2016-06-10,78,213706,0.489,0.579,0.505,0.000333,0.104,0.337,-8.022,0.117,163.255,10,4,sad
Clocks,A Rush of Blood to the Head,Coldplay,0BCPKOYdS2jbQ8iyB56Zns,2002-08-08,80,307879,0.577,0.599,0.749,0.0115,0.183,0.255,-7.215,0.0279,130.97,5,4,sad
Waves,Against The Stream,Mr. Probz,4Ypy8yZMcolsBHV9Je2knq,2017-05-19,46,174266,0.365,0.541,0.277,2.87e-05,0.38,0.2,-12.262,0.0353,173.264,5,4,sad
Stole the Show,Stole the Show,Parson James,0uf2MtrLg2WUWYrs1rltpY,2015-08-21,51,231522,0.52,0.873,0.316,1.39e-05,0.104,0.267,-8.856,0.0303,84.839,8,4,sad
It's Not So Bad,It's Not So Bad,Dybbukk,6cT4TxDymzzBUUvwQksQk5,2021-01-20,73,140617,0.671,0.0223,0.533,0.011,0.482,0.578,-9.399,0.0961,137.527,5,4,sad
cross my heart,cross my heart,alan vuong,3Odhl1TeBeBGsa3LvLt2T8,2022-06-22,30,149188,0.534,0.504,0.529,0.252,0.124,0.146,-14.5,0.0999,158.824,9,4,sad
Million Eyes,Selfocracy,Loïc Nottet,63qapUS8yLKz0tb0eOgOTF,2017-03-31,56,253200,0.599,0.0952,0.471,0.0,0.0996,0.141,-6.806,0.0281,109.941,11,4,sad
Happiest Year,Feel Something (Deluxe),Jaymes Young,219slQu3ALbTSAe9P22hvE,2022-01-28,77,228442,0.502,0.885,0.168,0.0,0.111,0.355,-14.061,0.0486,112.881,1,3,sad
Leave a Light On,Leave a Light On,Tom Walker,6lOWoTqVnAWXchddtTH31W,2017-10-13,71,185863,0.586,0.0153,0.624,1.78e-06,0.133,0.267,-5.946,0.113,68.976,5,4,sad
Minefields,Minefields,Faouzia,1OU4E4HiVjdak0mL4blVWT,2020-11-05,69,190605,0.476,0.183,0.686,0.0,0.0997,0.243,-5.019,0.11,152.617,1,4,sad
We Are Young (feat. Janelle Monáe),Some Nights,fun.,5rgy6ghBq1eRApCkeUdJXf,2012-02-14,77,250626,0.378,0.02,0.638,7.66e-05,0.0849,0.735,-5.576,0.075,184.086,10,4,sad
Dead Dreams,Dead Dreams,Apollo Clone,45Fal9ldmGpogOwT6yIKgx,2020-02-29,39,198500,0.728,0.0644,0.544,0.0,0.131,0.355,-8.939,0.293,82.009,11,4,sad
Skin,Human (Deluxe),Rag'n'Bone Man,6y2Kaz9QI01XBKJ8mTb7Pf,2017-02-10,68,239626,0.564,0.265,0.745,0.0,0.147,0.351,-7.733,0.31,170.661,0,4,sad
Exil,Exil,Hiboky,39pMuJ3ShxDqb7bBIAXSYG,2018-12-07,62,134682,0.441,0.00953,0.561,0.00432,0.553,0.178,-6.017,0.0357,128.345,11,4,sad
Tell Me Why I'm Waiting,Passion & Confusion,Timmies,3xbUCRFut7tzBoD2F8L56y,2017-09-21,70,123891,0.671,0.796,0.275,0.000339,0.0657,0.159,-11.185,0.056,124.007,6,4,sad
death bed (coffee for your head),death bed (coffee for your head),Powfu,7eJMfftS33KTjuF7lTsMCx,2020-02-08,83,173333,0.726,0.731,0.431,0.0,0.696,0.348,-8.765,0.135,144.026,8,4,sad
Just A Dream,Just A Dream,Kurt Hugo Schneider,0QfmQhr5npxuWQ4zzUDUhB,2017-11-14,62,263597,0.439,0.193,0.751,4.61e-05,0.0577,0.221,-7.632,0.0527,164.103,9,4,sad
Mirror,Tha Carter IV (Complete Edition),Lil Wayne,5hUYsaOyMY32yjRXeuQwGj,2011-08-29,76,228093,0.328,0.858,0.622,0.0,0.104,0.401,-7.291,0.0866,74.267,5,4,sad
Wishing Well,Legends Never Die,Juice WRLD,2U5WueTLIK5WJLD7mvDODv,2020-07-10,81,194621,0.65,0.00336,0.613,0.0,0.267,0.0804,-6.13,0.128,149.972,9,4,sad
Bad Liar,Origins (Deluxe),Imagine Dragons,2RSHsoi04658QL5xgQVov3,2018-11-09,80,260773,0.383,0.0722,0.637,0.0,0.368,0.0827,-6.993,0.0703,177.913,3,4,sad
Ruthless,Ruthless,Sophie Avidane,3zBbDqiyUfveXRoyzbJFZQ,2022-06-03,37,208831,0.348,0.415,0.674,0.0,0.151,0.119,-3.609,0.0503,179.83,11,4,sad
Tears,Tears,Lil Agony,4AG0Cji0nqUp6bXpxpQI8t,2021-07-02,43,128399,0.679,0.462,0.314,0.00185,0.131,0.113,-8.684,0.0638,150.107,6,4,sad
Scared To Live,After Hours,The Weeknd,4BGZF4oLbTL0pWm7C18pbv,2020-03-20,66,191306,0.504,0.131,0.498,0.0,0.0929,0.196,-8.24,0.0499,87.221,0,4,sad
Just Be Kind,Just Be Kind,Brandon Mills,1vcWDZMA9lnbJjK3jAeWH2,2022-06-17,26,216573,0.447,0.402,0.399,0.00279,0.138,0.39,-6.699,0.0271,144.153,7,3,sad
Long Ago,Long Ago,Rishi,6mfvuHqOStI9olVsGrSupz,2022-05-19,35,193956,0.495,0.0987,0.636,1.25e-06,0.18,0.269,-6.725,0.0436,92.967,0,4,sad
Numb,Numb,Kota,5BjwLUnYzjHzZpvhVzA19g,2022-04-22,38,191052,0.451,0.584,0.405,0.0,0.124,0.0924,-10.034,0.247,81.175,9,4,sad
Stereo Hearts (feat. Adam Levine),The Papercut Chronicles II (Deluxe Edition),Gym Class Heroes,63pQm5g0IXLckrv9X3KEyX,2011-11-15,63,210960,0.646,0.0319,0.795,0.0,0.267,0.796,-3.293,0.0976,89.99,9,4,sad
For You (With Rita Ora),LP1,Liam Payne,5rlMVKnvE6ZSzNCs8ZyHqU,2019-12-06,66,242827,0.535,0.0183,0.8,0.0,0.421,0.175,-4.569,0.0342,113.023,2,4,sad
Nuvole Bianche,Una Mattina,Ludovico Einaudi,3weNRklVDqb4Rr5MhKBR3D,2004-01-01,72,357706,0.191,0.961,0.0582,0.89,0.0941,0.0454,-25.398,0.0578,132.614,8,1,sad
Faded,Faded,Alan Walker,7gHs73wELdeycvS48JfIos,2015-12-04,73,212626,0.589,0.0291,0.651,3.2e-06,0.111,0.166,-5.097,0.0306,90.011,6,4,sad
Stuck On You - Live,Growing Pains,Frankie Zulferino,5KllPUzB8taQzeLb2iOYRg,2022-05-01,41,227024,0.542,0.693,0.482,3.11e-06,0.68,0.123,-6.324,0.0329,129.921,2,4,sad
Y,Breaking all th rules,ThBenj,1TUSvLrsyemgSKdXTA9dEb,2021-05-14,41,212389,0.828,0.116,0.56,0.0,0.0778,0.217,-8.624,0.077,113.039,0,4,sad
One Last Time,My Everything (Deluxe),Ariana Grande,50rGbTr2wrWnlIelPQxi87,2015-04-13,53,197266,0.627,0.0921,0.594,1.52e-06,0.096,0.106,-5.036,0.0323,125.023,8,4,sad
Let It Go,Chaos And The Calm (Deluxe Edition),James Bay,2xsAm4w9P3kSF1DophKAiF,2014-12-15,48,260533,0.536,0.82,0.311,1.65e-05,0.107,0.246,-10.396,0.0288,147.486,1,4,sad
FIGURES,Kiddo,Jessie Reyez,3U3J5v3rkx89WnFEQvAJD5,2017-04-21,65,240906,0.6,0.811,0.139,9.5e-06,0.0918,0.256,-8.975,0.0464,171.041,7,3,sad
Hadal Ahbek,Hadal Ahbek,Issam Alnajjar,0UdZzUSOLhqIFCU7wHWkgp,2021-02-12,58,209684,0.827,0.172,0.485,0.0,0.0798,0.384,-10.384,0.0352,94.997,1,4,sad
Diamonds,Unapologetic (Deluxe),Rihanna,6O20JhBJPePEkBdrB5sqRx,2012-12-11,76,225146,0.564,0.00125,0.71,0.0,0.109,0.393,-4.92,0.0461,91.972,11,4,sad
What About Us,Beautiful Trauma,P!nk,0Qh38w01QRXK6KHIv0e3hb,2017-10-13,75,269600,0.491,0.0281,0.588,2.01e-06,0.0906,0.193,-6.177,0.0506,113.608,1,4,sad
Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,47Slg6LuqLaX0VodpSCvPt,2010-10-05,79,220734,0.635,0.0134,0.841,0.0,0.0622,0.424,-5.379,0.0422,109.021,5,4,sad
My Immortal,Fallen,Evanescence,4UzVcXufOhGUwF56HT7b8M,2003-03-04,74,262533,0.19,0.863,0.265,0.0,0.134,0.101,-9.206,0.0356,79.012,9,4,sad
It's You,It's You,Ali Gatie,6moU77g9RQyMzHNuKEaQKq,2019-06-14,11,212606,0.732,0.374,0.463,0.0,0.194,0.397,-6.972,0.0287,95.971,11,4,sad
Umbrella,Umbrella,Ember Island,2FX5HPP1FNNuLlt2UU9os7,2017-07-21,70,237793,0.349,0.827,0.446,0.00722,0.0808,0.141,-11.327,0.0522,79.338,1,4,sad
The Scientist,The Scientist,Coldplay,2LTl1pU074hnzAdy0SpHAb,2002-08-05,53,311426,0.572,0.737,0.419,1.5e-05,0.11,0.209,-7.991,0.024,146.409,5,4,sad
Don't You Worry Child - Acoustic Version,Don't You Worry Child,Swedish House Mafia,4BpndTKEqpLgntffipC53q,2012-09-14,57,257923,0.554,0.406,0.792,0.000665,0.315,0.537,-8.166,0.0309,102.042,11,4,sad
Feel,Escapology,Robbie Williams,2Ms33RTRCT6gArrpcrPxmo,2002,73,263866,0.599,0.0145,0.732,0.000467,0.143,0.295,-6.843,0.026,97.997,5,4,sad
Understand My Love,Understand My Love,Brandon Mills,63M0QKW2WEhUPJO13b2Nga,2022-04-29,42,177653,0.595,0.59,0.595,2.01e-05,0.164,0.526,-7.102,0.0289,88.976,7,4,sad
The A Team,+,Ed Sheeran,1XpYodsD36XN7ygcdF7mJJ,2011-09-09,68,258373,0.642,0.669,0.289,0.0,0.18,0.407,-9.918,0.0367,84.996,9,4,sad
Falling,Falling,Trevor Daniel,26XaOsDMbl0e1cVKYfkz6w,2018-10-05,69,159381,0.785,0.123,0.431,0.0,0.0887,0.236,-8.756,0.0364,127.085,10,4,sad
Somewhere Only We Know,Sheezus,Lily Allen,56N9s9PS6VwGolUnx1CJkv,2014-05-02,62,208504,0.313,0.934,0.286,0.0451,0.0974,0.287,-10.593,0.0324,80.925,10,4,sad
Demons,Night Visions,Imagine Dragons,5qaEfEh1AtSdrdrByCP7qR,2012-09-04,82,177506,0.505,0.19,0.71,0.00025,0.269,0.428,-3.015,0.0321,89.938,3,4,sad
Mad World,Mad World,Jasmine Thompson,5JX11rWObF2DpfNQRw8tCD,2017-02-17,55,189621,0.373,0.964,0.17,0.0,0.0858,0.221,-10.911,0.0373,172.241,7,4,sad
Yellowtail Sashimi,A Message To My Friends (And Myself),John Beach,2tK49Edk8kEqkomC0b25NO,2022-06-10,35,172152,0.548,0.213,0.434,0.00142,0.121,0.213,-9.273,0.0523,108.4,9,4,sad
I Need to Know,I Need to Know,Lavara,2GhSx5I5IbHWcZDslPKZeC,2022-05-20,37,187025,0.557,0.699,0.273,0.726,0.0772,0.0667,-11.219,0.0315,105.902,9,4,sad
Love Is Gone - Acoustic,Love Is Gone (Acoustic),SLANDER,7F1CiKqrY44kh5cDqwHOnx,2019-11-13,79,176971,0.541,0.882,0.153,1.66e-06,0.16,0.359,-10.654,0.0303,139.644,6,4,sad
Last Minute,Last Minute,Spaak,7ujPz9MmrpkUaPs7Ii72IG,2021-11-12,41,236322,0.58,0.808,0.152,0.944,0.0785,0.0848,-16.002,0.0333,129.996,9,4,sad
"Read All About It, Pt. III",Our Version Of Events (Special Edition),Emeli Sandé,30BsewEJZPxfuLNAlZPFje,2012-01-01,66,283706,0.63,0.822,0.44,3.87e-06,0.0926,0.343,-7.186,0.0249,98.082,2,4,sad
Light Affection,Lotus,TienYinMen,5LmlEdXxrjCEzKv2UINMDK,2017-02-10,30,204202,0.351,0.992,0.111,0.945,0.145,0.286,-17.452,0.0477,131.64,2,4,sad
"My Heart Will Go On - Love Theme from ""Titanic""",Let's Talk About Love,Céline Dion,33LC84JgLvK2KuW43MfaNq,1997-10-24,75,280000,0.428,0.732,0.276,5.33e-06,0.117,0.0382,-11.729,0.0312,99.195,4,1,sad
Heal the World,Dangerous,Michael Jackson,7woW97CfcWaKtuC6W5BP2K,1991-11-13,68,384306,0.545,0.537,0.485,1.8e-06,0.104,0.101,-8.045,0.0485,80.948,9,4,sad
Let Her Go,All The Little Lights,Passenger,7DFNE7NO0raLIUbgzY2rzm,2012-11-05,74,252866,0.509,0.385,0.538,0.0,0.104,0.244,-7.335,0.0572,75.089,7,4,sad
Can You Feel the Love Tonight,The Lion King: Special Edition Original Soundtrack (Swedish Version),Various Artists,32RxZnEk5KyWUTZR4azxbD,2003-01-01,60,241253,0.313,0.887,0.275,0.0003,0.11,0.148,-12.501,0.0326,124.085,10,4,sad
Symphony (feat. Zara Larsson) - Acoustic Version,Symphony (feat. Zara Larsson) [Acoustic],Clean Bandit,06R0AVKrZM91OJf1ubm80d,2017-03-16,50,216413,0.527,0.833,0.322,0.0,0.0962,0.344,-7.146,0.0484,82.631,3,5,sad
In My Blood,Shawn Mendes,Shawn Mendes,2QZ7WLBE8h2y1Y5Fb8RYbH,2018-05-25,76,211360,0.622,0.0573,0.712,0.0,0.13,0.487,-7.321,0.066,140.025,5,4,sad
People Help the People,Birdy (Deluxe Version),Birdy,6XRNCAnxJIB1p4RPdFVSq0,2011-11-04,54,256236,0.407,0.778,0.308,1.46e-05,0.092,0.153,-9.001,0.0296,73.254,10,3,sad
Hallelujah,A Pentatonix Christmas,Pentatonix,550rQQCGkrTzvp4SfpOPzx,2016-10-21,64,268960,0.322,0.454,0.377,0.0,0.338,0.366,-7.385,0.0356,118.669,7,4,sad
If I Die Young,The Band Perry,The Band Perry,4aY0tZIaboefmkBEsjAovI,2010,66,222773,0.606,0.348,0.497,0.0,0.275,0.362,-6.611,0.0277,130.739,4,4,sad
Imagination,Handwritten (Deluxe),Shawn Mendes,21TcDbGosp7w9YhTjOszgA,2015-04-14,75,217773,0.64,0.0743,0.455,0.0,0.0694,0.333,-5.942,0.0247,89.948,0,4,sad
Set Fire to the Rain,21,Adele,3CKCZ9pfwAfoMZlMncA1Nc,2011-01-19,2,241693,0.61,0.00382,0.683,1.79e-06,0.125,0.466,-3.879,0.0253,108.003,2,4,sad
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,3zHq9ouUJQFQRf3cm1rRLu,2015-11-06,79,252534,0.262,0.247,0.606,0.0,0.125,0.275,-6.646,0.0484,189.857,8,4,sad
Why'd You Leave?,Why'd You Leave?,Sik World,7uWalFOkvzFZjPou2mcb8C,2022-01-05,56,125384,0.728,0.357,0.707,3.81e-06,0.144,0.286,-7.895,0.485,84.968,8,4,sad
when u need me.,nothing ever changes.,will hyde,5CPEXVOzqhFlZN77l94S86,2021-12-10,51,231518,0.626,0.157,0.601,1.38e-05,0.133,0.272,-7.455,0.24,166.026,8,4,sad
drivers license,SOUR,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,2021-05-21,89,242013,0.561,0.768,0.431,1.42e-05,0.106,0.137,-8.81,0.0578,143.875,10,4,sad
10 Things I Hate About You,10 Things I Hate About You,Leah Kate,6Jkm5kUldvIqxzI1Pa7nXH,2022-03-23,85,157138,0.544,0.00991,0.786,0.0,0.169,0.446,-2.97,0.0501,153.967,8,4,sad
Empty Space,YOU,James Arthur,6GFfDRG1Sff3IZaD0TYro4,2019-10-18,64,213306,0.546,0.22,0.515,0.0,0.0611,0.34,-5.379,0.0563,164.792,1,4,sad
About You,Still Lost 2,Sik World,74WKPbLlT4hrlNBj0cmR33,2021-07-30,59,173350,0.732,0.107,0.38,9.53e-05,0.163,0.162,-11.402,0.152,143.897,2,4,sad
Weathered - Stripped,Weathered (Stripped),James Walker,3AnaM2KjdnVzEsyZJeWpa3,2021-02-26,49,248788,0.438,0.779,0.132,0.0,0.0761,0.129,-13.209,0.0348,109.947,8,3,sad
dark until september.,dark until september.,will hyde,7n5LJO27QLW54MmCU8ok2e,2020-09-23,56,207679,0.754,0.639,0.448,7.03e-05,0.315,0.191,-9.52,0.0385,120.115,0,4,sad
Clouds,Clouds,Sik World,4VZic1g3A0WtLDZNCc2yrN,2022-04-22,48,163004,0.799,0.564,0.669,0.0,0.0642,0.238,-8.489,0.421,141.936,11,4,sad
addicted.,nothing ever changes.,will hyde,5dddbFMGYeFQD2FP5K7qvj,2021-12-10,46,241686,0.696,0.383,0.513,0.00138,0.102,0.33,-8.866,0.0347,122.944,2,4,sad
Vulnerable,Vulnerable,Marilyn Hucek,1MHb9ROmrgyGvPXx68i04u,2020-10-02,45,155145,0.598,0.535,0.183,6.24e-05,0.129,0.0796,-13.487,0.0304,137.035,9,4,sad
Kitchen Sink,Kitchen Sink,Genesis Ritchot,0baEuNfCAnahq2e5PhJPrn,2021-04-23,49,218368,0.362,0.886,0.456,0.000662,0.0794,0.175,-11.277,0.0422,108.128,7,4,sad
The Conversation,Great Deceiver,James Walker,6FNnQzlwLa8L68jSd7cJeu,2020-11-20,43,209278,0.437,0.522,0.359,0.0,0.128,0.292,-12.401,0.0479,140.071,10,4,sad
Life Like That,Life Like That,Lndn,3BaBmebUr75Oj4tkfG23Cu,2022-02-25,42,165000,0.543,0.71,0.4,2.44e-06,0.105,0.274,-9.321,0.032,82.01,3,4,sad
Lonely (with benny blanco),Lonely (with benny blanco),Justin Bieber,7HWetAoWK9qkFM575HONAY,2020-10-16,56,149297,0.631,0.879,0.226,0.0,0.115,0.0765,-7.257,0.0396,79.968,11,4,sad
Expo,Great Deceiver,James Walker,2MPYYgwY9ceUgqteDZJQTB,2020-11-20,42,185822,0.299,0.953,0.239,1.26e-06,0.0912,0.213,-12.778,0.0326,139.268,4,4,sad
Everybody Dies In Their Nightmares,17,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,2017-08-25,84,95466,0.734,0.847,0.57,2.14e-05,0.112,0.689,-7.066,0.133,129.953,7,4,sad
What If I Told You That I Love You,The Idea Of Her,Ali Gatie,6USdi8uX5GNAPYziFhisHb,2021-03-26,67,193667,0.596,0.63,0.366,7.04e-06,0.0554,0.229,-11.144,0.115,84.394,7,4,sad
Losing Sleep,Losing Sleep,Luke Marshall Black,5ZnFhBW5s7jZ3bZE8LcxnO,2019-05-17,42,195451,0.608,0.524,0.539,4.02e-05,0.0913,0.206,-10.048,0.0363,129.164,9,4,sad
Healing,The Outer Circle,Mathew V,1rAfkuGgX7uaj1uShj9vjs,2021-10-01,42,191938,0.312,0.775,0.239,0.0,0.139,0.457,-12.642,0.0344,161.684,9,4,sad
Robbery,Death Race For Love,Juice WRLD,6Hj9jySrnFppAI0sEMCZpJ,2019-03-08,33,240050,0.685,0.328,0.692,0.0,0.153,0.578,-5.122,0.0457,159.966,2,5,sad
Happier Than Ever,Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,2021-07-30,88,298899,0.332,0.767,0.225,0.00349,0.128,0.297,-8.697,0.0348,81.055,0,3,sad
you were good to me (bonus track),love is not dying,Jeremy Zucker,0JnSoyZMTYZLWFVdVT1JFZ,2020-04-17,0,219146,0.469,0.897,0.08,4.22e-05,0.112,0.206,-15.489,0.0425,101.238,2,4,sad
the remedy for a broken heart (why am I so in love),?,XXXTENTACION,4UKCKdYiLN6IMA5ZESUTL7,2018-03-16,80,160184,0.699,0.779,0.304,0.000993,0.137,0.271,-11.192,0.0993,119.705,1,4,sad
I'm Not Enough and I'm Sorry,I'm Not Enough and I'm Sorry,Teqkoi,4P1L6AniTDJzANaubzWGYs,2018-10-27,65,120000,0.698,0.462,0.183,0.000424,0.335,0.244,-20.188,0.299,143.96,8,4,sad
If The World Was Ending,If The World Was Ending,JP Saxe,6dTBKBqIN4324sThIkZpMj,2019-10-17,1,208687,0.378,0.863,0.47,0.0,0.0954,0.602,-10.095,0.197,75.955,1,4,sad
Carry On,17,XXXTENTACION,2yZax79pOrYuyIFVW2cZY2,2017-08-25,75,129720,0.735,0.768,0.197,0.000276,0.296,0.383,-13.378,0.537,147.899,3,4,sad
Fire On Fire,Love Goes,Sam Smith,7t3Xdbufg7q2onVsR8RBdY,2020-10-30,76,246735,0.584,0.476,0.408,0.0,0.18,0.333,-7.356,0.0461,115.129,1,4,sad
Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,benny blanco,7FGq80cy8juXBCD2nrqdWU,2018-12-07,75,170769,0.632,0.549,0.686,0.0,0.2,0.329,-7.665,0.243,89.949,6,4,sad
Lost In The Moment,Therapy Session,NF,3qEg6xYffvuvwpq4U6FRrK,2016-04-22,67,242680,0.511,0.41,0.629,0.0,0.162,0.0442,-7.755,0.151,129.924,0,4,sad
hate u love u,hate u love u,Olivia O'Brien,6ATgDc6e4sPn84hvJsAmPt,2016-12-09,75,175466,0.407,0.656,0.416,0.0,0.0981,0.246,-8.915,0.174,176.947,6,4,sad
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,7wqSzGeodspE3V6RBD5W8L,2015-03-10,0,229525,0.689,0.369,0.481,1.03e-06,0.0649,0.283,-7.503,0.0815,80.025,10,4,sad
Medicine,Wild Youth,Daughter,4TxJQDtvYHJcOBH6ONi6q2,2012-01-01,64,258973,0.166,0.106,0.298,0.206,0.572,0.207,-12.439,0.032,78.437,3,5,sad
I Don't Want You Back,Hopeful,AJ Mitchell,38nKfxyRrjYfx0ODX1W5yB,2018-07-20,62,224144,0.613,0.591,0.347,0.0,0.0959,0.25,-6.486,0.034,109.764,5,4,sad
Oceans (Where Feet May Fail),Zion (Deluxe Edition),Hillsong UNITED,5Mw9bXG1dLNhbjofkVS2oR,2013-02-26,67,535962,0.262,0.508,0.361,0.00268,0.108,0.056,-10.187,0.0333,126.786,2,4,sad
Deep End,Beautiful Lies,Birdy,555CH6CnGJRqO37pqA30vW,2016-03-25,66,208840,0.455,0.761,0.296,0.0,0.0783,0.31,-8.513,0.0399,171.744,2,4,sad
deja vu,SOUR,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,2021-05-21,89,215506,0.442,0.584,0.612,5.7e-06,0.37,0.178,-7.222,0.112,180.917,2,4,sad
Try,Gypsy Heart,Colbie Caillat,6buXDkw3Gv4fQC1OZKUhnR,2014-09-30,59,224573,0.603,0.807,0.376,0.0,0.108,0.538,-9.77,0.0288,139.995,1,4,sad
Girl in the Mirror,Girl in the Mirror,Abigail Fierce,3XcX5TStZr15IsXFJcE0vl,2020-07-07,43,218918,0.699,0.791,0.307,0.000163,0.104,0.213,-12.821,0.031,110.947,6,4,sad
You Said You'd Grow Old With Me,Wide Awake,Michael Schulte,41WTP0gosjYD74B06uS2tL,2012-09-28,65,224743,0.531,0.905,0.347,0.0,0.0935,0.289,-7.044,0.0345,114.441,0,4,sad
They Don't Know About Us,Take Me Home (Expanded Edition),One Direction,6M31fPFCYB8Job3MCjjrDV,2012-11-12,77,200400,0.514,0.126,0.727,0.0,0.0978,0.37,-6.131,0.0492,147.917,0,4,sad
Skinny Love,Fire Within,Birdy,1oBDaufG8Arkz3t52UbiQi,2013-09-16,53,201080,0.379,0.952,0.29,0.00106,0.118,0.169,-8.485,0.051,166.467,4,4,sad
If This is Love,Safe Haven,Ruth B.,359ofvoEja4de0XjzUL3D5,2017-05-05,59,229600,0.279,0.592,0.454,0.0,0.124,0.212,-4.393,0.0339,178.596,6,3,sad
Years,Down Low,Astrid S,5WEAZtjEufELtaxqYcqCJg,2019-09-26,55,190267,0.664,0.855,0.285,0.0,0.0952,0.256,-7.907,0.0342,124.148,9,4,sad
All I Want,High School Musical: The Musical: The Series (Original Soundtrack),Cast of High School Musical: The Musical: The Series,1v6svH1Fyx9C1nIt1mA2DT,2020-01-10,75,177322,0.376,0.0902,0.43,0.0,0.0912,0.129,-6.585,0.0328,77.599,0,3,sad
Lonely,THE END OF EVERYTHING,Noah Cyrus,6U1iuA5QfzYRPJxvdcxqtf,2020-05-15,69,144377,0.53,0.798,0.281,0.0,0.0928,0.341,-8.274,0.0577,122.442,5,4,sad
"I miss you, I’m sorry",minor,Gracie Abrams,4nyF5lmSziBAt7ESAUjpbx,2020-07-14,72,167538,0.445,0.731,0.455,1.47e-06,0.124,0.151,-6.405,0.0575,109.885,7,5,sad
Falling Like The Stars,Falling Like The Stars,James Arthur,15xWRPHQMeqgdkGzInx3PY,2019-05-10,71,212720,0.296,0.823,0.351,1.45e-06,0.11,0.19,-9.538,0.0352,177.06,6,3,sad
